index,Order ID,Date,Status,Fulfilment,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,B2B,fulfilled-by
92970,171-0089401-1221120,06-28-22,Cancelled,Amazon,Expedited,Blazzer,3XL,Unshipped,1,735,BENGALURU,KARNATAKA,560061,FALSE,
114627,171-0089766-6461936,06/10/22,Delivered to Buyer,Merchant,Standard,Shirt,3XL,Shipped,1,461,NEW DELHI,DELHI,110057,FALSE,Easy Ship
74908,171-0089941-0816348,05/10/22,Cancelled,Merchant,Standard,T-shirt,3XL,On the Way,0,903.81,JAMMU,JAMMU & KASHMIR,180007,FALSE,Easy Ship
47389,171-0090386-3004354,04/02/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,427,Navi Mumbai,MAHARASHTRA,400706,FALSE,
22640,171-0090452-6097950,04-17-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,399,DHARWAD,KARNATAKA,580008,FALSE,Easy Ship
22641,171-0090452-6097950,04-17-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,399,DHARWAD,KARNATAKA,580008,FALSE,Easy Ship
103662,171-0090699-1354730,06-18-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,478,INDORE,MADHYA PRADESH,452001,FALSE,
86441,171-0090908-3929946,05/03/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,499,PALAKKAD,KERALA,678731,FALSE,
30608,171-0091815-6317127,04/12/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,648,PIMPRI CHINCHWAD,MAHARASHTRA,411033,FALSE,
84422,171-0091987-0137115,05/04/22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,1238,ARRAH,BIHAR,802301,FALSE,Easy Ship
7496,171-0092855-3193917,04-25-22,Delivered to Buyer,Merchant,Standard,Blazzer,XXL,Shipped,1,690,PUDUCHERRY,PUDUCHERRY,605005,FALSE,Easy Ship
80919,171-0092912-7282772,05/06/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,540,CHENNAI,TAMIL NADU,600042,FALSE,
125599,171-0093768-6915500,06/03/22,Cancelled,Amazon,Expedited,Shirt,XL,Cancelled,0,,NALBARI,ASSAM,781335,FALSE,
108748,171-0094526-8351548,06-14-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,759,AHMEDABAD,Gujarat,382350,FALSE,
42903,171-0094613-6157951,04/04/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,379,THANE,MAHARASHTRA,400601,FALSE,
9428,171-0095462-5952358,04-24-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,560,GURUGRAM,HARYANA,122018,FALSE,
64724,171-0095807-1523530,05-19-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,318,KANNIYAKUMARI,TAMIL NADU,629702,FALSE,Easy Ship
96505,171-0095893-9300332,06-24-22,Cancelled,Merchant,Standard,Blazzer,S,On the Way,0,700,NOIDA,UTTAR PRADESH,201301,FALSE,Easy Ship
8816,171-0096533-2635569,04-25-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,1099,NEW DELHI,DELHI,110009,FALSE,
9517,171-0097067-2368364,04-24-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,744,BENGALURU,KARNATAKA,560017,FALSE,
100107,171-0097266-2957956,06-21-22,Cancelled,Merchant,Standard,Blazzer,M,On the Way,0,,Sivasagar,ASSAM,785640,FALSE,Easy Ship
93387,171-0097461-8623564,06-27-22,Shipped,Amazon,Expedited,Blazzer,XS,Shipped,1,741,Nasik,MAHARASHTRA,422006,FALSE,
124471,171-0097784-4328340,06/04/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,666,KOLKATA,WEST BENGAL,700006,FALSE,
32870,171-0099047-8153938,04/11/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,597,HAZARIBAGH,JHARKHAND,825301,FALSE,
62174,171-0100282-3501167,05-21-22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,301,NAGPUR,MAHARASHTRA,440022,FALSE,Easy Ship
116320,171-0100746-3044311,06/09/22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,664,Mumbai,MAHARASHTRA,400054,FALSE,Easy Ship
60635,171-0100835-0599523,05-22-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1186,GURGAON,HARYANA,122002,FALSE,
103994,171-0101562-0660324,06-18-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,529,NEW DELHI,DELHI,110018,FALSE,
94429,171-0103294-9345174,06-26-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,345,MAPUSA,GOA,403507,FALSE,
108671,171-0104267-8547501,06-14-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1593,PUNE,MAHARASHTRA,411028,FALSE,
11703,171-0104268-3717139,04-23-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,499,MUMBAI,MAHARASHTRA,400061,FALSE,
32524,171-0105076-4605931,04/11/22,Cancelled,Amazon,Expedited,Shirt,3XL,Unshipped,1,399,CHANDPUR,UTTAR PRADESH,246725,FALSE,
91472,171-0106620-2575543,06-29-22,Pending,Amazon,Expedited,T-shirt,XS,Unshipped,1,1399,AHMEDABAD,Gujarat,380015,FALSE,
91473,171-0106620-2575543,06-29-22,Pending,Amazon,Expedited,T-shirt,S,Unshipped,1,1229,AHMEDABAD,Gujarat,380015,FALSE,
91474,171-0106620-2575543,06-29-22,Pending,Amazon,Expedited,Shirt,XS,Unshipped,1,301,AHMEDABAD,Gujarat,380015,FALSE,
112825,171-0107864-0451508,06/12/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,376,WARANGAL,TELANGANA,506006,FALSE,
75360,171-0108034-4774702,05/10/22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,368,NEW DELHI,DELHI,110049,FALSE,
108970,171-0108262-3914729,06-14-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,988,NEW DELHI,DELHI,110049,FALSE,
27995,171-0108516-7610708,04-14-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,788,BHOPAL,MADHYA PRADESH,462021,FALSE,
65328,171-0108736-5378760,05-18-22,Returned to Seller,Merchant,Standard,T-shirt,XXL,Shipped,1,605,MUDINEPALLE,ANDHRA PRADESH,521325,FALSE,Easy Ship
20502,171-0108749-5906767,04-18-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,499,HYDERABAD,TELANGANA,500035,FALSE,
89381,171-0110521-7033116,05/01/22,Shipped,Amazon,Expedited,Blazzer,XXL,Shipped,1,625,MUMBAI,MAHARASHTRA,400081,FALSE,
3741,171-0110608-8128325,04-28-22,Returned to Seller,Merchant,Standard,Shirt,M,Shipped,1,459,GUWAHATI,ASSAM,781026,FALSE,Easy Ship
107786,171-0110830-8025968,06-15-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,399,SECUNDERABAD,TELANGANA,500003,FALSE,
46786,171-0111697-4593952,04/02/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,930,Sarkaghat,HIMACHAL PRADESH,175028,FALSE,
50521,171-0111752-2357160,05-30-22,Shipped,Amazon,Expedited,Blazzer,S,Shipped,1,791,NEW DELHI,DELHI,110043,FALSE,
12453,171-0111788-7393920,04-23-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,1112,ALAPPUZHA,KERALA,688504,FALSE,
72349,171-0112058-2613914,05-13-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,967,OTTAPPALAM,KERALA,678633,FALSE,
14499,171-0113170-1113135,04-21-22,Cancelled,Amazon,Expedited,T-shirt,S,Unshipped,1,788,MUMBAI,MAHARASHTRA,400101,FALSE,
950,171-0113406-2293163,04-30-22,Cancelled,Amazon,Expedited,T-shirt,M,Unshipped,1,626,GHAZIABAD,UTTAR PRADESH,201014,FALSE,
68004,171-0113494-5266769,05-16-22,Cancelled,Merchant,Standard,Shirt,L,On the Way,0,713.33,PIMPRI CHINCHWAD,MAHARASHTRA,411007,FALSE,Easy Ship
87266,171-0114155-5512376,05/02/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,365,NEW DELHI,DELHI,110024,FALSE,
65146,171-0114378-2470761,05-18-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,301,NOIDA,UTTAR PRADESH,201304,FALSE,
12510,171-0115096-8779555,04-23-22,Cancelled,Merchant,Standard,Shirt,M,On the Way,0,463.81,LUCKNOW,UTTAR PRADESH,227202,FALSE,Easy Ship
120225,171-0116310-2199547,06/06/22,Delivered to Buyer,Merchant,Standard,Shirt,3XL,Shipped,1,353,VISAKHAPATNAM,ANDHRA PRADESH,530002,FALSE,Easy Ship
105706,171-0116746-7761117,06-17-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,665,FARIDABAD,HARYANA,121006,FALSE,
57995,171-0117148-9870712,05-25-22,Cancelled,Merchant,Standard,Blazzer,XS,On the Way,0,734.29,CUTTACK,ODISHA,753004,FALSE,Easy Ship
108879,171-0117577-0898746,06-14-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,664,Anpara,UTTAR PRADESH,231225,FALSE,
111008,171-0119315-7929901,06-13-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,534,PUNE,MAHARASHTRA,412207,FALSE,
17523,171-0121004-0594779,04-20-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,725,HYDERABAD,TELANGANA,500089,FALSE,
21582,171-0123353-8840339,04-17-22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,568,NEW DELHI,DELHI,110091,FALSE,Easy Ship
73712,171-0123479-4881910,05/11/22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,545,Chennai,TAMIL NADU,600053,FALSE,
70530,171-0123662-1081928,05-14-22,Cancelled,Amazon,Expedited,Blazzer,M,Unshipped,1,999,Chennai,TAMIL NADU,603103,FALSE,
104132,171-0123961-2738718,06-18-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,999,INDUSTRIAL PARK NAIDUPET,ANDHRA PRADESH,524421,FALSE,
31168,171-0125115-0251504,04/12/22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,259,VISAKHAPATNAM,ANDHRA PRADESH,530017,FALSE,Easy Ship
12516,171-0126303-9495529,04-23-22,Shipped,Amazon,Expedited,Trousers,S,Shipped,1,463,PIMPRI CHINCHWAD,MAHARASHTRA,411027,FALSE,
50512,171-0126540-3038753,05-30-22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,999,GUNTAKAL,ANDHRA PRADESH,515801,FALSE,Easy Ship
82820,171-0127018-3173929,05/05/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,751,MANDI,HIMACHAL PRADESH,175001,FALSE,
38999,171-0127230-7411540,04/07/22,Cancelled,Merchant,Standard,T-shirt,3XL,On the Way,0,868.57,HYDERABAD,TELANGANA,500005,FALSE,Easy Ship
58536,171-0127491-7542771,05-24-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,852,Bangalore,KARNATAKA,560071,FALSE,
67915,171-0127574-0902773,05-16-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,471,BENGALURU,KARNATAKA,562106,FALSE,
85814,171-0128878-3326734,05/03/22,Cancelled,Merchant,Standard,Shirt,L,On the Way,0,336.19,KOLKATA,WEST BENGAL,700019,FALSE,Easy Ship
38364,171-0130404-1010729,04/07/22,Cancelled,Amazon,Expedited,T-shirt,XXL,Cancelled,0,,GURUGRAM,HARYANA,122001,FALSE,
92925,171-0131163-7797166,06-28-22,Waiting for Pick Up,Merchant,Standard,Blazzer,3XL,Unshipped,1,735,KOLKATA,WEST BENGAL,700078,FALSE,Easy Ship
11075,171-0131632-5808311,04-23-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,517,Plaghar,MAHARASHTRA,401208,FALSE,
146,171-0131752-2560336,04-30-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,1399,BARABANKI,UTTAR PRADESH,225001,FALSE,Easy Ship
112930,171-0132190-1411557,06/11/22,Cancelled,Amazon,Expedited,Shirt,XXL,Cancelled,0,,CHENNAI,TAMIL NADU,600005,FALSE,
74126,171-0132300-0091564,05/11/22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,1186,IMPHAL,MANIPUR,795004,FALSE,
122491,171-0133148-0911552,06/05/22,Delivered to Buyer,Merchant,Standard,T-shirt,XS,Shipped,1,1072,PRODDATUR,ANDHRA PRADESH,516360,FALSE,Easy Ship
31165,171-0134591-9096318,04/12/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,969,Vishrambhag sangli,MAHARASHTRA,416416,FALSE,
64895,171-0135284-5961172,05-19-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,999,LUCKNOW,UTTAR PRADESH,226020,FALSE,
119426,171-0135548-9286777,06/07/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,517,HYDERABAD,TELANGANA,500029,FALSE,
80983,171-0135818-0232354,05/06/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,422,New Delhi,New Delhi,110018,FALSE,
73747,171-0136416-8497936,05/11/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,788,Kolkata,WEST BENGAL,700075,FALSE,
89819,171-0137952-1836377,05/01/22,Shipped,Amazon,Expedited,Trousers,XXL,Shipped,1,518,BENGALURU,KARNATAKA,560047,FALSE,
89365,171-0138187-3334753,05/01/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,597,SECUNDERABAD,TELANGANA,500003,FALSE,
79580,171-0138983-0761103,05/07/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1319,CHITRADURGA,KARNATAKA,577501,FALSE,
80026,171-0139022-2900309,05/07/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,597,MUMBAI,MAHARASHTRA,400051,FALSE,
125881,171-0139044-4073128,06/03/22,Shipped,Amazon,Expedited,Blazzer,XS,Shipped,1,625,MUMBAI,MAHARASHTRA,400078,FALSE,
19316,171-0141815-9941945,04-19-22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,459,"Rajarhaat , Kolkata",WEST BENGAL,700136,FALSE,Easy Ship
22319,171-0142262-7077900,04-17-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,295,BENGALURU,KARNATAKA,560076,FALSE,
12729,171-0142333-5967554,04-22-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,471,GURUGRAM,HARYANA,122018,FALSE,
9455,171-0142854-4642729,04-24-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,950,Nagpur,MAHARASHTRA,440009,FALSE,
41142,171-0143242-3749158,04/05/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,579,HYDERABAD,TELANGANA,500032,FALSE,
63024,171-0143404-8785906,05-20-22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,1072,MUMBAI,MAHARASHTRA,400075,FALSE,Easy Ship
44790,171-0143601-4018741,04/03/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1129,MUMBAI,MAHARASHTRA,400042,FALSE,
7388,171-0144148-1567538,04-25-22,Cancelled,Amazon,Expedited,T-shirt,3XL,Cancelled,0,,Ahemdabad,Gujarat,380058,FALSE,
56409,171-0144227-2882768,05-26-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,1186,RANIGANJ,WEST BENGAL,713358,FALSE,
86431,171-0144277-9139545,05/03/22,Delivered to Buyer,Merchant,Standard,Blazzer,M,Shipped,1,743,Opposite Air Force Station,Gujarat,370001,FALSE,Easy Ship
114268,171-0145815-0267512,06/10/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,921,NEW DELHI,DELHI,110091,FALSE,
81793,171-0145968-0129146,05/05/22,Cancelled,Amazon,Expedited,T-shirt,S,Unshipped,1,569,SHILLONG,MEGHALAYA,793008,FALSE,
16697,171-0146828-0985912,04-20-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,442,GUDUR,ANDHRA PRADESH,524101,FALSE,
35742,171-0146962-6933136,04/09/22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,744,SARDHANA,UTTAR PRADESH,250342,FALSE,
104285,171-0149511-6280363,06-18-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,436,AGRA,UTTAR PRADESH,282001,FALSE,
98026,171-0149525-3226759,06-23-22,Cancelled,Merchant,Standard,Shirt,XS,On the Way,0,340,JAMNAGAR,Gujarat,361320,FALSE,Easy Ship
106764,171-0149668-0965973,06-16-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,696,THANE,MAHARASHTRA,400607,FALSE,
14859,171-0149925-6901100,04-21-22,Cancelled,Amazon,Expedited,Shirt,XL,Unshipped,1,435,JillelaGuda,TELANGANA,500079,FALSE,
82363,171-0150174-9724324,05/05/22,Delivered to Buyer,Merchant,Standard,Blazzer,3XL,Shipped,1,899,MANGALURU,KARNATAKA,575007,FALSE,Easy Ship
75149,171-0152467-5419506,05/10/22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,1152,GREATER NOIDA,UTTAR PRADESH,201306,FALSE,Easy Ship
64932,171-0152628-6181151,05-19-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,405,MYSURU,KARNATAKA,570015,FALSE,
18724,171-0152700-4171549,04-19-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,641,VIRAJPET,KARNATAKA,571218,FALSE,
70216,171-0152718-6743534,05-14-22,Cancelled,Merchant,Standard,Blazzer,L,On the Way,0,734.29,VIZAG,ANDHRA PRADESH,530016,FALSE,Easy Ship
124148,171-0154107-2649900,06/04/22,Shipped,Amazon,Expedited,Perfume,Free,Shipped,1,855,NAVI MUMBAI,MAHARASHTRA,410210,FALSE,
65840,171-0154737-0643524,05-18-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,696,MUMBAI,MAHARASHTRA,400069,FALSE,
9590,171-0155007-9437137,04-24-22,Delivered to Buyer,Merchant,Standard,Trousers,L,Shipped,1,421,MUMBAI,MAHARASHTRA,400068,FALSE,Easy Ship
64400,171-0155510-9309141,05-19-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,523,MUMBAI,MAHARASHTRA,400049,FALSE,
112337,171-0155683-6858719,06/12/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,349,CHENNAI,TAMIL NADU,602024,FALSE,
21654,171-0156190-4972317,04-17-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,475,Mysore,KARNATAKA,570008,FALSE,
112004,171-0157225-5497910,06/12/22,Returned to Seller,Merchant,Standard,T-shirt,S,Shipped,1,852,Noida,UTTAR PRADESH,201304,FALSE,Easy Ship
86175,171-0157290-9263522,05/03/22,Shipped,Amazon,Expedited,Trousers,3XL,Shipped,1,540,New Delhi,Delhi,110065,FALSE,
1492,171-0158245-0603546,04-29-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,517,JHUMRI TILAIYA,JHARKHAND,825409,FALSE,
59294,171-0158415-5991526,05-23-22,Cancelled,Amazon,Expedited,Shirt,6XL,Cancelled,0,,HYDERABAD,TELANGANA,500024,FALSE,
127860,171-0158629-8592357,06/01/22,Cancelled,Amazon,Expedited,Shirt,3XL,Unshipped,1,487,BENGALURU,KARNATAKA,560068,FALSE,
128480,171-0159017-9011539,06/01/22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,664,KANPUR,UTTAR PRADESH,208011,FALSE,Easy Ship
3824,171-0159362-0680311,04-28-22,Delivered to Buyer,Merchant,Standard,T-shirt,L,Shipped,1,631,AKBARPUR,UTTAR PRADESH,224122,FALSE,Easy Ship
39876,171-0159806-5854727,04/06/22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,399,YEOLA,MAHARASHTRA,423401,FALSE,Easy Ship
17437,171-0159955-3869977,04-20-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,471,WCL UMRED,MAHARASHTRA,441204,FALSE,
3308,171-0159968-6273142,04-28-22,Cancelled,Merchant,Standard,Shirt,XL,On the Way,0,300.95,MUMBAI,MAHARASHTRA,400075,FALSE,Easy Ship
61974,171-0160588-5106775,05-21-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,499,BENGALURU,KARNATAKA,560002,FALSE,Easy Ship
112388,171-0161151-3527567,06/12/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,726,PUNE,MAHARASHTRA,411015,FALSE,
74842,171-0161543-7648306,05/10/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,544,Dombivli East,MAHARASHTRA,421203,FALSE,
14557,171-0161917-9223567,04-21-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,1099,SUNABEDA,ODISHA,763002,FALSE,
108746,171-0162509-9033179,06-14-22,Delivered to Buyer,Merchant,Standard,Blazzer,S,Shipped,1,771,CHENNAI,TAMIL NADU,600117,FALSE,Easy Ship
78751,171-0162768-4401104,05/07/22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,842,BENGALURU,KARNATAKA,560080,FALSE,
34168,171-0163458-7406736,04/10/22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,432,KRISHNAPURAM,KERALA,690533,FALSE,Easy Ship
71984,171-0163665-3967526,05-13-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,888,BHOPAL,MADHYA PRADESH,462041,FALSE,
31105,171-0163677-1965150,04/12/22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,574,VASAI VIRAR,MAHARASHTRA,401202,FALSE,
106146,171-0163998-0671563,06-16-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,1399,Manipal,KARNATAKA,576104,FALSE,
65787,171-0164234-7783566,05-18-22,Delivered to Buyer,Merchant,Standard,T-shirt,L,Shipped,1,1072,CHENNAI,TAMIL NADU,600073,FALSE,Easy Ship
54507,171-0165045-8212374,05-27-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,471,BUCHIREDDIPALEM,ANDHRA PRADESH,524305,FALSE,
77881,171-0165616-6843563,05/08/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,729,KURALI,PUNJAB,140103,FALSE,
67266,171-0165763-1278774,05-17-22,Delivered to Buyer,Merchant,Standard,Blazzer,S,Shipped,1,771,KOTTAYAM,KERALA,686665,FALSE,Easy Ship
14771,171-0167240-8300353,04-21-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,533,Rawatbhata,RAJASTHAN,323307,FALSE,
114961,171-0167471-6524363,06/10/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,655,noida,UTTAR PRADESH,201306,FALSE,
92448,171-0167969-1989977,06-28-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,635,KAYAMKULAM,KERALA,690535,FALSE,
53419,171-0168979-4905129,05-28-22,Shipped,Amazon,Expedited,Perfume,Free,Shipped,1,899,MEERUT,UTTAR PRADESH,250002,FALSE,
76465,171-0169210-3937162,05/09/22,Cancelled,Merchant,Standard,T-shirt,XL,On the Way,0,634.29,TANDUR,TELANGANA,501141,FALSE,Easy Ship
15870,171-0170143-9688345,04-21-22,Delivered to Buyer,Merchant,Standard,Shirt,XL,Shipped,1,495,BENGALURU,KARNATAKA,560061,FALSE,Easy Ship
22086,171-0170225-3225104,04-17-22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,654,PATNA,BIHAR,800026,FALSE,Easy Ship
19997,171-0171507-0618719,04-18-22,Shipped,Amazon,Expedited,Socks,M,Shipped,1,360,FARIDABAD,HARYANA,121004,FALSE,
80159,171-0171791-3523575,05/06/22,Delivered to Buyer,Merchant,Standard,T-shirt,L,Shipped,1,762,GANDHINAGAR,Gujarat,382006,FALSE,Easy Ship
25309,171-0171795-6320362,04-15-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,1463,MADHUBANI,BIHAR,847223,FALSE,
89379,171-0171858-1117152,05/01/22,Delivered to Buyer,Merchant,Standard,Blazzer,3XL,Shipped,1,825,MUMBAI,MAHARASHTRA,400081,FALSE,Easy Ship
89380,171-0171858-1117152,05/01/22,Delivered to Buyer,Merchant,Standard,Trousers,3XL,Shipped,1,599,MUMBAI,MAHARASHTRA,400081,FALSE,Easy Ship
22497,171-0173243-8860327,04-17-22,Cancelled,Amazon,Expedited,Trousers,L,Unshipped,1,574,IMPHAL,MANIPUR,795003,FALSE,
22498,171-0173243-8860327,04-17-22,Cancelled,Amazon,Expedited,Trousers,XL,Unshipped,1,433,IMPHAL,MANIPUR,795003,FALSE,
14176,171-0173510-9461131,04-22-22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,518,Hyderabad,TELANGANA,500048,FALSE,
59497,171-0174952-8628356,05-23-22,Cancelled,Amazon,Expedited,Blazzer,M,Unshipped,1,885,HYDERABAD,TELANGANA,500013,FALSE,
89296,171-0175173-4794702,05/01/22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,599,Raigarh,CHHATTISGARH,496440,FALSE,
68488,171-0176115-9867572,05-16-22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,690,SINGTAM,SIKKIM,737134,FALSE,
13958,171-0176729-1093948,04-22-22,Delivered to Buyer,Merchant,Standard,T-shirt,L,Shipped,1,597,MUMBAI,MAHARASHTRA,400078,FALSE,Easy Ship
16874,171-0177596-8418762,04-20-22,Delivered to Buyer,Merchant,Standard,Trousers,M,Shipped,1,493,BENGALURU,KARNATAKA,560045,FALSE,Easy Ship
3761,171-0177661-5275516,04-28-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,995,SRINAGAR,JAMMU & KASHMIR,190012,FALSE,
111054,171-0178006-3486710,06-13-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1268,LUCKNOW,UTTAR PRADESH,226012,FALSE,
100163,171-0178110-6230747,06-21-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,416,ERNAKULAM,KERALA,682036,FALSE,
86050,171-0178316-8253937,05/03/22,Cancelled,Merchant,Standard,Shirt,M,On the Way,0,475.24,HYDERABAD,TELANGANA,500072,FALSE,Easy Ship
112158,171-0179554-8509160,06/12/22,Shipped,Amazon,Expedited,Blazzer,3XL,Shipped,1,899,NAVSARI,Gujarat,396445,FALSE,
119819,171-0180910-3414742,06/07/22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1268,RAGHUNATHPUR PURULIYA DISTRICT,WEST BENGAL,723133,FALSE,
74407,171-0181454-6617909,05/11/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,435,SAGAR,MADHYA PRADESH,470002,FALSE,
41891,171-0181819-3525907,04/05/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,449,rishikesh,UTTARAKHAND,249201,FALSE,
123593,171-0182247-6199543,06/04/22,Delivered to Buyer,Merchant,Standard,T-shirt,XS,Shipped,1,852,JAIPUR,RAJASTHAN,302020,FALSE,Easy Ship
67472,171-0183671-9828323,05-17-22,Delivered to Buyer,Merchant,Standard,Shirt,3XL,Shipped,1,459,VISAKHAPATNAM,ANDHRA PRADESH,530013,FALSE,Easy Ship
102789,171-0183802-7189963,06-19-22,Cancelled,Merchant,Standard,Shirt,XXL,On the Way,0,,HYDERABAD,TELANGANA,500052,FALSE,Easy Ship
61648,171-0185161-4176330,05-22-22,Delivered to Buyer,Merchant,Standard,Trousers,XL,Shipped,1,574,SITAPUR,UTTAR PRADESH,261001,FALSE,Easy Ship
